Sample,Year,Month,Day,Bulk vs. Seq,Sample,Study Site,,pH,pH stat,NH4,NH4 stat,Ordinal date,Na,Mg,K,Ca,Total Al,Si,S,ICP,,Cl,SO4,NO3,IC,Total N,TN,DON,,DOC,DOC,,Ca_Al Ratio,ADP,
42825,2009,5,07,Seq,TF,Be,TF_Be_Seq1_07May09_2145,6.53,D,44.76,D,733534,37.41,38.68,74.42,31.44,0.37,12.10,,D,42825,14.40,40.54,50.13,D,105.88,D,10.99,42825,650.83,D,Y,42.4864864865,23,
42826,2009,5,07,Seq,TF,Be,TF_Be_Seq2_07May09_2215,6.19,D,1.63,D,733534,0.00,9.05,31.20,6.99,0.00,2.14,,D,42826,3.07,9.68,7.94,D,34.42,D,24.85,42826,433.13,D,Y,N/A,23,
42827,2009,5,07,Seq,TF,Be,TF_Be_Seq4_07May09_2315,6.44,D,15.01,D,733534,0.00,6.58,28.13,4.49,0.00,0.71,,D,42827,5.31,11.68,3.25,D,26.87,D,8.61,42827,195.56,D,Y,N/A,23,
42828,2009,5,07,Seq,TF,Be,TF_Be_Seq5_07May09_Last,6.22,D,13.02,D,733534,7.83,14.81,39.39,12.48,0.00,4.63,,D,42828,14.75,23.80,14.76,D,41.23,D,13.45,42828,316.88,D,Y,N/A,23,
42829,2009,5,07,Seq,TF,Yp,TF_Yp_Seq1_07May09_2145,6.63,D,1.15,D,733534,62.64,48.55,66.24,40.92,1.48,38.80,,D,42829,8.94,25.24,10.89,D,31.26,D,19.22,42829,1231.94,D,Y,13.8243243243,23,
42830,2009,5,07,Seq,TF,Yp,TF_Yp_Seq2_07May09_2215,6.45,D,4.10,D,733534,4.78,14.81,40.15,15.97,0.74,0.36,,D,42830,6.57,9.06,0.41,D,16.34,D,11.84,42830,679.47,D,Y,10.7905405405,23,
42831,2009,5,07,Seq,TF,Yp,TF_Yp_Seq4_07May09_2315,6.52,D,8.65,D,733534,7.39,13.17,54.73,15.47,0.37,0.00,,D,42831,10.82,12.83,1.43,D,23.78,D,13.70,42831,600.47,D,Y,20.9054054054,23,
42832,2009,5,07,Seq,TF,Yp,TF_Yp_Seq5_07May09_Last,6.5,D,11.29,D,733534,11.31,18.10,57.29,18.46,1.85,0.00,,D,42832,12.90,23.00,7.52,D,28.11,D,9.31,42832,827.12,D,Y,4.98918918919,23,
42833,2009,5,07,Seq,LL,LL,LL_Be_Seq1_07May09_2140,6.55,D,43.73,D,733534,21.31,175.27,193.35,189.12,10.01,58.74,,D,42833,19.41,31.84,11.24,D,154.19,D,99.23,42833,5242.60,D,Y,9.44655344655,23,
42834,2009,5,07,Seq,LL,LL,LL_Be_Seq2_07May09_2155,6.6,D,11.35,D,733534,14.79,125.90,165.98,136.23,6.67,61.23,,D,42834,10.64,34.80,12.22,D,97.76,D,74.18,42834,3666.47,D,Y,10.212143928,23,
42835,2009,5,07,Seq,LL,LL,LL_Be_Seq4_07May09_2240,6.73,D,29.29,D,733534,17.83,33.74,80.82,35.93,1.85,8.90,,D,42835,15.88,13.47,1.06,D,68.39,D,38.04,42835,1087.17,D,Y,9.71081081081,23,
42836,2009,5,07,Seq,LL,LL,LL_Be_Seq6_07May09_Last,6.78,D,7.65,D,733534,87.86,44.44,102.56,46.91,2.22,13.88,,D,42836,11.52,23.88,0.42,D,40.23,D,32.16,42836,1288.30,D,Y,10.5653153153,23,
42837,2009,5,07,Seq,LL,LL,LL_Yp_Seq1_07May09_2140,6.45,D,13.70,D,733534,30.88,189.26,159.59,178.14,10.38,74.05,,D,42837,19.43,37.50,1.71,D,92.55,D,77.14,42837,4928.08,D,Y,8.58092485549,23,
42838,2009,5,07,Seq,LL,LL,LL_Yp_Seq2_07May09_2155,6.41,D,15.17,D,733534,26.10,143.18,136.83,129.74,6.67,54.82,,D,42838,20.90,36.81,1.01,D,71.25,D,55.07,42838,3511.85,D,Y,9.72563718141,23,
42839,2009,5,07,Seq,LL,LL,LL_Yp_Seq4_07May09_2240,6.58,D,10.43,D,733534,10.87,32.09,62.66,28.44,1.85,10.32,,D,42839,9.02,13.51,1.42,D,36.77,D,24.91,42839,946.90,D,Y,7.68648648649,23,
42840,2009,5,07,Seq,LL,LL,LL_Yp_Seq6_07May09_Last,6.61,D,3.19,D,733534,7.83,52.66,79.28,43.91,2.22,16.02,,D,42840,10.18,23.86,0.64,D,30.44,D,26.61,42840,1144.79,D,Y,9.88963963964,23,
43321,2009,6,18,Bulk,SSF,BE,SSF_BE_BULK_18-June-09,4.80,D,3.776,D,733576,33.49,31.27,90.28,40.92,13.71,88.64,,D,43321,58.88,83.09,22.57,D,61.76,D,35.42,43321,1157.31,D,Y,1.49234135667,12,
43322,2009,6,18,Bulk,SSF,YP,SSF_YP_BULK_18-June-09,5.26,D,7.016,D,733576,55.68,95.45,269.56,117.27,50.40,96.48,,D,43322,52.89,148.08,70.78,D,159.41,D,81.61,43322,3455.73,D,Y,1.16339285714,12,
43323,2009,6,18,Bulk,SF,YP,SF_YP_BULK_18-June-09,5.75,D,46.956,D,733576,48.72,91.34,378.25,100.80,6.67,1.78,,D,43323,39.50,99.06,4.85,D,185.30,D,133.50,43323,6633.22,D,Y,7.55622188906,12,
43324,2009,6,18,Seq,SF,BE,SF_BE_SEQ_1_18-June-09,6.52,D,361.61,D,733576,209.22,34.56,461.88,48.40,1.48,162.34,,D,43324,124.03,193.32,131.59,D,534.08,D,40.88,43324,2645.23,D,Y,16.3513513514,12,
43325,2009,6,18,Seq,SF,BE,SF_BE_SEQ_2_18-June-09,6.17,D,110.94,D,733576,28.71,13.99,326.59,16.97,1.11,101.46,,D,43325,87.17,123.88,74.23,D,229.22,D,44.05,43325,1850.53,D,Y,7.64414414414,12,
43326,2009,6,18,Seq,SF,BE,SF_BE_SEQ_3_18-June-09,5.95,D,63.83,D,733576,25.66,7.41,269.30,9.48,0.74,67.64,,D,43326,70.69,95.06,55.03,D,156.75,D,37.89,43326,1332.38,D,Y,6.40540540541,12,
43327,2009,6,18,Seq,SF,BE,SF_BE_SEQ_4_18-June-09,6.33,D,50.81,D,733576,22.62,6.58,259.84,8.48,0.37,29.55,,D,43327,62.55,89.35,51.83,D,139.34,D,36.71,43327,1345.59,D,Y,11.4594594595,12,
43328,2009,6,18,Seq,SF,BE,SF_BE_SEQ_5_18-June-09,6.39,D,70.12,D,733576,22.62,9.05,267.00,10.48,0.74,67.28,,D,43328,58.56,94.09,51.60,D,156.88,D,35.17,43328,1483.49,D,Y,7.08108108108,12,
43329,2009,6,18,Seq,SF,BE,SF_BE_SEQ_6_18-June-09,6.03,D,76.93,D,733576,30.01,11.52,313.55,18.46,0.74,99.32,,D,43329,69.92,116.63,64.01,D,190.76,D,49.82,43329,1686.07,D,Y,12.472972973,12,
43330,2009,6,18,Seq,SF,BE,SF_BE_SEQ_7_18-June-09,6.00,D,96.79,D,733576,29.58,11.52,352.17,16.47,0.74,129.94,,D,43330,62.04,129.20,72.60,D,214.25,D,44.86,43330,2105.83,D,Y,11.1283783784,12,
43331,2009,6,18,Seq,SF,BE,SF_BE_SEQ_8_18-June-09,5.76,D,80.43,D,733576,45.24,13.99,347.56,33.93,1.11,129.94,,D,43331,87.18,134.48,70.71,D,206.85,D,55.71,43331,1984.19,D,Y,15.2837837838,12,
43332,2009,6,18,Seq,SF,BE,SF_BE_SEQ_END_18-June-09,6.17,D,42.85,D,733576,33.93,6.58,239.38,16.47,0.37,29.19,,D,43332,55.19,80.37,32.82,D,118.01,D,42.34,43332,1519.26,D,Y,22.2567567568,12,
43333,2009,6,18,Seq,TF,BE,TF_BE_SEQ_1_18-June-09,6.12,D,133.53,D,733576,133.97,38.68,124.81,57.39,0.74,23.50,,D,43333,104.57,103.09,74.84,D,208.69,D,0.32,43333,841.88,D,Y,38.777027027,12,
43334,2009,6,18,Seq,TF,BE,TF_BE_SEQ_2_18-June-09,5.98,D,25.10,D,733576,57.85,26.33,82.10,37.43,0.37,15.66,,D,43334,76.40,52.75,29.82,D,68.64,D,13.72,43334,545.41,D,Y,50.5810810811,12,
43335,2009,6,18,Seq,TF,BE,TF_BE_SEQ_4_18-June-09,6.26,D,22.47,D,733576,27.84,7.41,38.11,15.47,0.00,1.07,,D,43335,32.92,27.10,9.40,D,37.71,D,5.85,43335,291.28,D,Y,N/A,12,
43336,2009,6,18,Seq,LL,LL,LL_BE_SEQ_1_18-June-09,6.27,D,288.94,D,733576,54.37,322.57,225.32,420.66,15.57,183.34,,D,43336,94.46,71.08,19.88,D,453.24,D,144.43,43336,9017.84,D,Y,13.5086705202,12,
43337,2009,6,18,Seq,LL,LL,LL_BE_SEQ_2_18-June-09,5.92,D,74.57,D,733576,37.41,355.48,249.36,465.57,16.31,202.21,,D,43337,74.48,58.25,12.68,D,249.24,D,162.00,43337,10004.19,D,Y,14.2725321888,12,
43338,2009,6,18,Seq,LL,LL,LL_BE_SEQ_3_18-June-09,6.18,D,23.13,D,733576,40.02,124.25,134.27,173.15,4.82,42.72,,D,43338,63.98,42.35,8.21,D,95.48,D,64.14,43338,3292.79,D,Y,17.9616182573,12,
43339,2009,6,18,Seq,LL,LL,LL_YP_SEQ_1_18-June-09,6.51,D,152.45,D,733576,232.71,269.90,439.12,321.86,14.08,214.67,,D,43339,42.01,35.29,1.86,D,299.19,D,144.88,43339,8738.73,D,Y,11.4296875,12,
43340,2009,6,18,Seq,LL,LL,LL_YP_SEQ_2_18-June-09,6.26,D,33.89,D,733576,44.37,357.95,453.44,397.70,14.45,286.58,,D,43340,75.17,43.51,1.22,D,196.89,D,161.78,43340,10621.80,D,Y,13.7612456747,12,
43341,2009,6,18,Seq,LL,LL,LL_YP_SEQ_3_18-June-09,5.98,D,9.95,D,733576,76.99,103.68,248.33,125.75,3.34,43.43,,D,43341,60.57,44.07,5.34,D,82.28,D,66.99,43341,3066.43,D,Y,18.8248502994,12,
43342,2009,6,18,Seq,TF,YP,TF_YP_SEQ_1_18-June-09,6.30,D,32.10,D,733576,90.91,38.68,79.79,40.92,0.74,3.20,,D,43342,94.10,35.09,5.82,D,61.28,D,23.36,43342,814.57,D,Y,27.6486486486,12,
43343,2009,6,18,Seq,TF,YP,TF_YP_SEQ_2_18-June-09,6.22,D,1.17,D,733576,14.35,9.87,15.60,5.99,0.00,0.00,,D,43343,18.59,18.88,n.a.,D,6.74,D,5.58,43343,258.17,D,Y,N/A,12,
43344,2009,6,18,Seq,TF,YP,TF_YP_SEQ_3_18-June-09,6.15,D,5.18,D,733576,20.44,7.41,15.60,13.97,0.00,0.00,,D,43344,26.61,19.63,2.55,D,16.00,D,8.27,43344,220.61,D,Y,N/A,12,
43345,2009,5,6,Bulk,PRE,YP,PRE_YP_IW_06-May-09,6.14,D,485.99,D,733533,70.03,97.92,206.39,100.80,21.87,182.27,,D,43345,71.33,300.43,258.15,D,754.88,D,10.74,43345,1791.98,D,Y,2.30452674897,24,
43346,2009,5,6,Seq,TF,BE,TF_BE_SEQ3_06-May-09,6.74,D,22.85,D,733533,2.61,6.58,30.69,1.50,0.37,0.00,,D,43346,0.23,8.77,2.24,D,44.03,D,18.94,43346,241.88,D,Y,2.02702702703,24,
43347,2009,5,6,Seq,TF,BE,TF_BE_SEQ6_06-May-09,6.23,D,9.00,D,733533,12.61,11.52,34.27,5.99,0.00,1.78,,D,43347,13.24,24.62,17.96,D,37.36,D,10.40,43347,276.29,D,Y,N/A,24,
43348,2009,5,6,Seq,TF,YP,TF_YP_SEQ3_06-May-09,6.29,D,12.32,D,733533,8.70,11.52,52.17,9.48,0.37,0.00,,D,43348,3.20,8.62,0.22,D,17.28,D,4.74,43348,437.70,D,Y,12.8108108108,24,
43349,2009,5,6,Seq,TF,YP,TF_YP_SEQ6_06-May-09,6.12,D,27.25,D,733533,17.83,16.46,42.71,15.47,0.37,0.00,,D,43349,17.75,23.49,16.60,D,45.75,D,1.90,43349,419.83,D,Y,20.9054054054,24,
43350,2009,5,6,Seq,LL,LL,LL_BE_SEQ3_06-May-09,6.13,D,30.37,D,733533,10.87,60.07,113.81,61.88,3.71,30.62,,D,43350,7.04,19.11,2.01,D,66.44,D,34.06,43350,1647.53,D,Y,8.33962264151,24,
43351,2009,5,6,Seq,LL,LL,LL_BE_SEQ5_06-May-09,6.32,D,29.21,D,733533,117.44,33.74,104.60,35.93,2.59,8.90,,D,43351,8.61,19.14,0.45,D,51.87,D,22.21,43351,998.75,D,Y,6.93629343629,24,
43352,2009,5,6,Seq,LL,LL,LL_YP_SEQ3_06-May-09,6.13,D,14.66,D,733533,12.61,68.30,93.86,57.88,3.34,21.00,,D,43352,6.76,20.40,0.71,D,40.84,D,25.47,43352,1839.54,D,Y,8.66467065868,24,
43353,2009,5,6,Seq,LL,LL,LL_YP_SEQ5_06-May-09,6.28,D,14.43,D,733533,6.96,36.21,64.19,26.45,1.85,7.12,,D,43353,1.12,13.94,2.52,D,34.60,D,17.66,43353,988.64,D,Y,7.14864864865,24,
43354,2009,6,14,Bulk,BP,BP,BP_BULK_14-June-09,6.26,D,185.85,D,733572,16.96,13.17,23.02,11.98,0.00,6.41,,D,43354,7.27,46.58,22.11,D,270.10,D,62.14,43354,297.40,D,Y,N/A,22,
43355,2009,6,14,Bulk,TF,BE,TF_BE_BULK_14-June-09,6.17,D,39.71,D,733572,49.59,21.39,64.96,29.44,0.37,42.36,,D,43355,6.65,48.28,41.23,D,94.70,D,13.76,43355,534.06,D,Y,39.7837837838,22,
43356,2009,6,14,Bulk,TF,YP,TF_YP_BULK_14-June-09,5.91,D,8.25,D,733572,10.00,26.33,58.06,28.44,0.74,1.42,,D,43356,6.37,37.96,22.39,D,42.92,D,12.28,43356,987.22,D,Y,19.2162162162,22,
43357,2009,6,14,Bulk,SF,BE,SF_BE_BULK_14-June-09,5.75,D,42.20,D,733572,9.57,3.29,142.71,2.00,0.37,47.70,,D,43357,5.55,52.16,25.09,D,91.29,D,24.00,43357,1396.17,D,Y,2.7027027027,22,
43358,2009,6,14,Bulk,SF,YP,SF_YP_BULK_14-June-09,5.44,D,44.90,D,733572,34.36,113.56,407.15,109.28,7.78,3.56,,D,43358,2.00,106.51,2.66,D,206.00,D,158.44,43358,8390.90,D,Y,7.02313624679,22,
43359,2009,6,14,Bulk,LL,LL,LL_BE_BULK_14-June-09,5.78,D,18.95,D,733572,8.70,103.68,133.50,135.23,4.45,53.40,,D,43359,4.27,40.49,24.60,D,104.20,D,60.65,43359,3102.31,D,Y,15.1943820225,22,
43360,2009,6,14,Bulk,LL,LL,LL_YP_BULK_14-June-09,6.05,D,8.96,D,733572,22.62,96.28,267.00,100.80,4.45,66.93,,D,43360,8.63,43.97,5.96,D,77.39,D,62.47,43360,3779.07,D,Y,11.3258426966,22,
43361,2009,6,14,Bulk,SSF,BE,SSF_BE_BULK_14-June-09,5.58,D,4.57,D,733572,16.09,45.26,102.81,42.42,13.34,41.65,,D,43361,10.90,69.29,37.81,D,85.19,D,42.81,43361,1657.47,D,Y,1.58995502249,22,
43362,2009,6,14,Bulk,SSF,YP,SSF_YP_BULK_14-June-09,5.48,D,12.53,D,733572,36.10,100.39,292.83,105.29,42.62,93.98,,D,43362,28.99,142.57,117.81,D,209.70,D,79.36,43362,3205.13,D,Y,1.23521820741,22,
43363,2009,4,3,Bulk,BP,BP,BP_BULK_03-Apr-09,6.37,D,180.00,D,733500,20.01,10.70,28.64,7.49,0.00,3.20,,D,43363,21.29,32.24,9.63,D,311.45,D,121.82,43363,198.98,D,Y,N/A,47,
43364,2009,4,3,Bulk,TF,BE,TF_BE_BULK_03-Apr-09,6.35,D,39.75,D,733500,21.75,6.58,30.95,10.48,0.37,2.14,,D,43364,25.90,29.68,20.99,D,72.18,D,11.44,43364,234.79,D,Y,14.1621621622,47,
43365,2009,4,3,Bulk,TF,YP,TF_YP_BULK_03-Apr-09,6.13,D,25.72,D,733500,21.31,12.34,43.48,14.97,0.37,0.00,,D,43365,23.60,32.60,15.63,D,56.09,D,14.75,43365,505.73,D,Y,20.2297297297,47,
43366,2009,4,3,Bulk,SF,BE,SF_BE_BULK_03-Apr-09,6.06,D,43.61,D,733500,20.44,3.29,69.56,1.50,0.37,12.46,,D,43366,18.59,41.91,22.83,D,81.65,D,15.21,43366,543.41,D,Y,2.02702702703,47,
43367,2009,4,3,Bulk,SF,YP,SF_YP_BULK_03-Apr-09,5.40,D,104.70,D,733500,35.23,158.82,513.29,136.23,8.52,1.78,,D,43367,71.25,330.53,71.06,D,290.60,D,114.85,43367,6181.31,D,Y,7.99471830986,47,
43368,2009,4,3,Bulk,LL,LL,LL_BE_BULK_03-Apr-09,5.51,D,4.98,D,733500,40.02,161.28,235.03,213.07,7.04,95.41,,D,43368,76.81,99.99,215.20,D,279.99,D,59.81,43368,2865.50,D,Y,15.1328125,47,
43369,2009,4,3,Bulk,LL,LL,LL_YP_BULK_03-Apr-09,5.78,D,1.83,D,733500,39.58,134.95,216.62,109.78,2.96,68.00,,D,43369,74.11,89.14,83.78,D,124.50,D,38.89,43369,2131.90,D,Y,18.5439189189,47,
43370,2009,9,13,Bulk,SSF,BE,SSF_BE_BULK_13-Sept-09,5.74,D,2.92,D,733663,11.31,18.10,43.48,15.97,8.52,35.60,,D,43370,12.81,28.68,3.50,D,40.52,D,34.10,43370,852.43,D,Y,0.93720657277,26,
43371,2009,9,13,Bulk,SSF,YP,SSF_YP_BULK_13-Sept-09,5.53,D,4.90,D,733663,33.93,79.00,150.89,87.33,33.72,102.53,,D,43371,35.40,121.62,21.50,D,111.25,D,84.85,43371,3073.18,D,Y,1.29492882562,26,
43372,2009,9,13,Bulk,BP,BP,BP_BULK_13-Sept-09,6.58,D,1.40,D,733663,83.51,13.17,9.21,18.96,0.00,43.08,,D,43372,7.58,7.02,3.91,D,29.05,D,23.74,43372,231.93,D,Y,N/A,26,
43373,2009,9,13,Bulk,TF,BE,TF_BE_BULK_13-Sept-09,6.28,D,8.81,D,733663,48.28,11.52,47.06,12.48,0.37,23.50,,D,43373,12.61,9.00,14.59,D,48.31,D,24.91,43373,259.77,D,Y,16.8648648649,26,
43374,2009,9,13,Bulk,TF,YP,TF_YP_BULK_13-Sept-09,6.20,D,3.13,D,733663,18.27,20.57,100.25,20.96,1.48,2.49,,D,43374,9.50,27.22,4.58,D,42.64,D,34.92,43374,1027.14,D,Y,7.08108108108,26,
43375,2009,9,13,Bulk,SF,BE,SF_BE_BULK_13-Sept-09,5.92,D,21.58,D,733663,21.02,9.51,200.56,20.46,0.81,213.34,34.14939512,D,43375,16.04,44.38,42.26,D,146.87,D,83.03,43375,1874.19,D,Y,12.6296296296,26,
43376,2009,9,13,Bulk,SF,YP,SF_YP_BULK_13-Sept-09,6.14,D,9.17,D,733663,16.96,65.83,343.59,68.06,4.76,8.92,59.14810383,D,43376,16.30,70.86,1.15,D,127.05,D,116.72,43376,4328.08,D,Y,7.14915966387,26,
43377,2009,9,13,Bulk,LL,LL,LL_BE_BULK_13-Sept-09,6.10,D,34.75,D,733663,77.36,108.23,132.19,168.23,2.97,94.60,20.5409068,D,43377,24.68,22.95,146.98,D,232.53,D,50.80,43377,2184.36,D,Y,28.3215488215,26,
43378,2009,9,13,Bulk,LL,LL,LL_YP_BULK_13-Sept-09,6.33,D,6.12,D,733663,88.31,81.75,149.83,91.45,2.82,55.51,17.36035774,D,43378,21.36,21.06,6.02,D,52.43,D,40.29,43378,1585.89,D,Y,16.2145390071,26,
44296,2009,10,24,Seq,SF,BE,SF_BE_SEQ1_24Oct09,6.12,D,52.12,D,733704,113.95,53.21,523.38,61.94,1.36,235.82,152.42,D,44296,169.73,293.42,136.73,D,205.57,D,16.72,44296,1511.82,D,Y,22.7720588235,27,
44297,2009,10,24,Seq,SF,BE,SF_BE_SEQ2_24Oct09,6.21,D,27.36,D,733704,47.07,12.44,339.45,17.46,2.48,208.74,66.16,D,44297,91.20,116.00,43.87,D,99.46,D,28.23,44297,1289.10,D,Y,3.52016129032,27,
44298,2009,10,24,Seq,SF,BE,SF_BE_SEQ3_24Oct09,6.20,D,17.49,D,733704,35.93,4.52,219.22,7.51,0.70,85.56,38.47,D,44298,63.33,66.91,10.96,D,54.78,D,26.33,44298,713.50,D,Y,5.36428571429,27,
44299,2009,10,24,Seq,SF,BE,SF_BE_SEQ4_24Oct09,6.20,D,22.57,D,733704,34.71,4.50,220.53,7.73,0.95,104.28,42.12,D,44299,59.43,71.70,11.63,D,58.38,D,24.18,44299,815.12,D,Y,4.06842105263,27,
44300,2009,10,24,Seq,SF,BE,SF_BE_SEQ5_24Oct09,6.44,D,26.40,D,733704,36.21,4.78,228.04,8.97,0.61,136.82,45.93,D,44300,59.36,78.05,7.88,D,71.85,D,37.56,44300,953.62,D,Y,7.35245901639,27,
44301,2009,10,24,Seq,SF,BE,SF_BE_SEQ6_24Oct09,6.23,D,40.83,D,733704,39.49,7.52,268.67,14.39,1.29,224.44,58.75,D,44301,56.36,79.19,4.85,D,94.45,D,48.77,44301,1353.13,D,Y,5.57751937984,27,
44302,2009,10,24,Seq,SF,BE,SF_BE_SEQ7_24Oct09,6.29,D,22.99,D,733704,31.34,9.08,204.52,11.34,1.33,87.10,27.38,D,44302,53.62,42.87,9.19,D,60.70,D,28.52,44302,685.90,D,Y,4.26315789474,27,
44303,2009,10,24,Seq,SF,BE,SF_BE_SEQ8_24Oct09,6.57,D,9.60,D,733704,16.57,0.56,108.10,2.08,-0.04,17.20,8.81,D,44303,21.79,14.04,n.a.,D,21.94,D,12.34,44303,242.89,D,Y,N/A,27,
44304,2009,10,24,Seq,SF,BE,SF_BE_SEQ9_24Oct09,6.44,D,12.13,D,733704,26.23,1.38,128.75,2.15,0.82,25.64,13.99,D,44304,28.96,22.18,0.72,D,23.49,D,10.64,44304,297.06,D,Y,1.31097560976,27,
44305,2009,10,24,Seq,SF,BE,SF_BE_SEQ_LAST_24Oct09,6.40,D,3.78,D,733704,21.56,1.84,135.07,1.45,0.62,46.55,20.43,D,44305,10.38,34.16,n.a.,D,15.43,D,11.65,44305,431.06,D,Y,1.16935483871,27,
44306,2009,10,24,Seq,SF,YP,SF_YP_SEQ1_24Oct09,6.90,D,1.67,D,733704,314.49,362.76,1248.72,468.44,13.37,108.08,165.81,D,44306,136.43,228.04,n.a.,D,131.40,D,129.73,44306,6105.80,D,Y,17.5183246073,27,
44307,2009,10,24,Seq,SF,YP,SF_YP_SEQ2_24Oct09,6.62,D,4.53,D,733704,34.70,235.32,1642.89,241.51,22.35,22.93,219.42,D,44307,82.13,302.52,0.36,D,217.17,D,212.28,44307,9863.29,D,Y,5.4029082774,27,
44308,2009,10,24,Seq,SF,YP,SF_YP_SEQ3_24Oct09,6.57,D,3.56,D,733704,25.80,135.68,1151.69,139.92,13.64,11.26,157.07,D,44308,69.88,219.96,n.a.,D,149.95,D,146.39,44308,6486.75,D,Y,5.12903225806,27,
44309,2009,10,24,Seq,SF,YP,SF_YP_SEQ4_24Oct09,6.64,D,5.34,D,733704,22.10,101.12,967.15,105.78,10.83,15.01,125.58,D,44309,61.31,175.21,n.a.,D,127.11,D,121.77,44309,4881.94,D,Y,4.8836565097,27,
44310,2009,10,24,Seq,SF,YP,SF_YP_SEQ5_24Oct09,6.65,D,1.15,D,733704,19.23,85.40,880.43,86.73,7.68,12.74,103.88,D,44310,59.33,145.29,n.a.,D,102.38,D,101.23,44310,3964.71,D,Y,5.646484375,27,
44311,2009,10,24,Seq,SF,YP,SF_YP_SEQ6_24Oct09,6.81,D,1.06,D,733704,21.03,90.75,915.18,92.36,8.56,13.28,93.83,D,44311,51.70,124.19,n.a.,D,99.12,D,98.06,44311,3708.33,D,Y,5.39485981308,27,
44312,2009,10,24,Seq,SF,YP,SF_YP_SEQ7_24Oct09,6.77,D,3.65,D,733704,21.85,94.35,947.81,97.42,8.25,4.84,86.85,D,44312,45.10,112.97,n.a.,D,154.66,D,151.01,44312,3706.02,D,Y,5.90424242424,27,
44313,2009,10,24,Seq,SF,YP,SF_YP_SEQ8_24Oct09,7.10,D,2.99,D,733704,15.68,43.33,628.48,45.76,4.98,4.95,54.96,D,44313,54.90,70.65,n.a.,D,66.33,D,63.34,44313,2195.93,D,Y,4.59437751004,27,
44314,2009,10,24,Seq,SF,YP,SF_YP_SEQ_LAST_24Oct09,6.86,D,0.48,D,733704,11.61,24.74,491.24,25.45,3.87,4.58,26.66,D,44314,2.85,5.51,n.a.,D,39.72,D,39.24,44314,1384.18,D,Y,3.28811369509,27,
44315,2009,10,24,Seq,TF,BE,TF_BE_SEQ1_24Oct09,6.75,D,13.13,D,733704,111.62,59.82,338.35,65.89,1.54,36.72,45.00,D,44315,121.02,69.72,0.55,D,38.81,D,25.13,44315,932.73,D,Y,21.3928571429,27,
44316,2009,10,24,Seq,TF,BE,TF_BE_SEQ2_24Oct09,6.01,D,19.06,D,733704,74.05,32.53,200.02,36.09,0.42,31.40,22.53,D,44316,63.68,33.73,0.25,D,33.38,D,14.08,44316,471.07,D,Y,42.9642857143,27,
44317,2009,10,24,Seq,TF,BE,TF_BE_SEQ3_24Oct09,6.45,D,9.11,D,733704,21.70,13.73,88.10,15.13,0.04,7.63,7.72,D,44317,20.17,11.92,n.a.,D,18.02,D,8.91,44317,297.63,D,Y,189.125,27,
44318,2009,10,24,Seq,TF,BE,TF_BE_SEQ4_24Oct09,6.43,D,7.11,D,733704,16.16,10.16,72.20,11.32,0.09,5.08,5.51,D,44318,16.63,9.00,n.a.,D,13.83,D,6.72,44318,182.93,D,Y,62.8888888889,27,
44319,2009,10,24,Seq,TF,BE,TF_BE_SEQ5_24Oct09,6.40,D,16.77,D,733704,20.39,7.46,98.96,10.33,0.39,9.53,8.28,D,44319,26.68,9.23,5.86,D,30.68,D,8.04,44319,196.78,D,Y,13.2435897436,27,
44320,2009,10,24,Seq,TF,BE,TF_BE_SEQ6_24Oct09,6.43,D,5.90,D,733704,58.93,25.72,150.95,26.15,1.18,15.51,20.24,D,44320,82.20,35.28,4.32,D,21.83,D,11.60,44320,334.95,D,Y,11.0805084746,27,
44321,2009,10,24,Seq,TF,BE,TF_BE_SEQ7_24Oct09,6.53,D,4.60,D,733704,33.53,13.42,92.36,15.57,0.15,5.36,12.36,D,44321,42.07,21.12,0.56,D,14.49,D,9.33,44321,200.60,D,Y,51.9,27,
44322,2009,10,24,Seq,TF,BE,TF_BE_SEQ8_24Oct09,6.49,D,0.02,D,733704,11.92,29.00,109.33,27.64,0.98,5.60,10.00,D,44322,5.40,14.51,n.a.,D,5.53,D,5.52,44322,351.58,D,Y,14.1020408163,27,
44323,2009,10,24,Seq,TF,YP,TF_YP_SEQ1_24Oct09,6.70,D,2.17,D,733704,167.35,227.35,409.08,160.87,2.96,39.01,64.99,D,44323,263.76,107.75,23.53,D,56.67,D,30.97,44323,1433.38,D,Y,27.1739864865,27,
44324,2009,10,24,Seq,TF,YP,TF_YP_SEQ2_24Oct09,6.96,D,31.23,D,733704,97.58,63.56,165.11,55.80,1.98,13.46,24.47,D,44324,92.16,27.99,11.37,D,67.14,D,24.54,44324,535.57,D,Y,14.0909090909,27,
44325,2009,10,24,Seq,TF,YP,TF_YP_SEQ3_24Oct09,6.58,D,6.03,D,733704,32.04,25.21,53.87,25.38,0.66,2.91,6.80,D,44325,32.17,9.90,0.21,D,15.16,D,8.92,44325,259.93,D,Y,19.2272727273,27,
44326,2009,10,24,Seq,TF,YP,TF_YP_SEQ4_24Oct09,6.31,D,3.88,D,733704,12.86,9.52,21.22,10.80,0.01,0.34,2.51,D,44326,11.76,5.08,n.a.,D,8.49,D,4.61,44326,167.79,D,Y,540.0,27,
